nid	v	maxdeg	max_ratio	argmax_alpha
v28CCCACCACCACCACACCACAACACCACACACCAAACACCACACAACDEAABE	28	6	5.779280746953977e-07	55.27909663310495
v28CCCACCACCACCACACCACAACACCACACACCAAACACCACACACADBEBAE	28	6	4.847964074458096e-07	43.466993469328585
v28CCCACCACCACCACACCACAACACCACACACCAAACACCACACACADEAABE	28	6	5.917775236744129e-07	43.466993469328585
v28CCCACCACCACCACACCACAACACCACACACCACAAACCACACAACDAEABE	28	6	4.724347836150065e-07	43.466993469328585
v28CCCACCACCACCACACCACAACACCACACACCACAAACCACACACAADEABE	28	6	6.310627711729715e-07	43.466993469328585
v28CCCACCACCACCACACCACAACACCACACACCACAAACCACACACAADEBAE	28	6	6.027585691986674e-07	43.466993469328585
v28CCCACCACCACCACACCACAACACCACACACCACAACACACACACAADEABE	28	6	1.7735249215050033e-06	21.872676300000002
v28CCCACCACCACCACACCACAACACCACACACCACAACACCACACAADABEAE	28	6	6.730859090488563e-07	43.466993469328585
v28CCCACCACCACCACACCACACAACCACACACAACAACCACACACAAACADEE	28	6	3.207058542163748e-06	21.872676300000002
v28CCCACCACCACCACACCACACACACCACACACCADEACACACACAACDEABE	28	6	6.66858181598404e-07	43.466993469328585
v28CCCACCACCACCACACCACACACACDEACCACACACACAACCAACACAAAAE	28	6	4.6692368900818254e-07	43.466993469328585
v28CCCACCCACCACCACAACCACACCAACCACAACACACACDECACAAACADEE	28	6	9.537377713835443e-07	21.872676300000002
v28CCCACCCACCACCACACACCACACCAACCACACACAACACAAACCAAABAAE	28	6	4.0077104758035277e-07	21.872676300000002
v28CCCCACCACACACCACACCACACACACCAACACCACAACACACDEACADEAE	28	6	1.323860202733312e-06	21.872676300000002
v28CCCCACCACACCACACACACAACCACACACACAACCACACACACAACAAAAE	28	6	4.0128160317018856e-06	21.872676300000002
v28CCCCACCACACCACCACACCACACACACACACACACACAACACAAACAAAAE	28	6	2.356856597642212e-07	43.466993469328585
v28CCCCACCACCACACCACACCACACCACACACAAACCACAACAACADECAAAE	28	6	2.5192589727870984e-07	43.466993469328585
v29CCCACACACACACACACACACACACACACACACACACACACACACACACACAAE	29	6	0.0001099187894244124	2.1000000000000014
v29CCCACACACCACACAACCACACAACCACACAACCACACAACCACACAACACAAE	29	6	7.371993653803173e-06	2.1000000000000014
v29CCCACACACCACACACACACACACACACACACACACACACACACAACACACAAE	29	6	2.508559671180418e-06	2.1000000000000014
v29CCCACACACCACACACACACACACACACACACACACACACACACACAACACAAE	29	6	3.7832595877748076e-06	2.1000000000000014
v29CCCACACACCACACACACACACACACACACACACACACACACACACACACAAAE	29	6	1.1703102590217898e-06	2.1000000000000014
v29CCCACACACCACACACACACACACACACACACACACACACACACACACACADEE	29	6	2.5862218019398386e-06	2.1000000000000014
v29CCCACACACCACACACACCACACACAACCACACACAACACACACAACACACAAE	29	6	9.648651434615555e-06	21.872676300000002
v29CCCACACACCACACACACCACACACAACCACACACAACCAACACAACCAACAAE	29	6	2.1154550156536285e-06	2.1000000000000014
v29CCCACACACCACACACACCACACACAACCACACACAACCACACACAACAACAAE	29	6	1.1274327557877963e-05	21.872676300000002
v29CCCACACACCACACACACCACACACACACACACACACACACACACAACAACAAE	29	6	3.1553271183918315e-06	21.872676300000002
v29CCCACACACCACACACACCACACACACACACACACACACACACACACAACADEE	29	6	1.554484815340904e-06	21.872676300000002
v29CCCACACACCACACACACCACACACACACACACACACACACACACACACAADEE	29	6	6.376957856264079e-06	21.872676300000002
v29CCCACACACCACACACACCACACACACACCACACACACAACACACACACAAABE	29	6	3.1266306962534507e-06	21.872676300000002
v29CCCACACACCACACACACCACACACACACCACACACACAACACACACACAABAE	29	6	2.2833408168252816e-06	21.872676300000002
v29CCCACACACCACACACACCACACACACACCACACACACACAACACACAACAABE	29	6	4.6769688248457765e-07	2.1000000000000014
v29CCCACACACCACACACACCACACACACACCACACACADECACACACAACACAAE	29	6	1.4349109093057225e-06	2.1000000000000014
v29CCCACACCACACACACCAACACACACCAACACACACCAACACACACAACACAAE	29	6	6.074540686607188e-06	21.872676300000002
v29CCCACACCACACACACCAACACACACCAACACACACCAACACACACCAACADEE	29	6	1.1803607367817424e-05	21.872676300000002
v29CCCACACCACACACACCACACACAACCACACACAACCACACACAACAACACAAE	29	6	4.471579353061819e-06	21.872676300000002
v29CCCACACCACACACACCACACACAACCACACACAACCACACACAACACACAAAE	29	6	4.179214546709593e-06	21.872676300000002
v29CCCACACCACACACACCACACACAACCACACACAACCACACACAACCACAAAAE	29	6	8.138495572247404e-06	21.872676300000002
v29CCCACACCACACACACCACACACAACCACACACAACCACACACAACCACAADEE	29	6	1.6221969621946444e-05	21.872676300000002
v29CCCACACCACACACACCACACACACACACACACACACACACACAACAACACAAE	29	6	8.234784083581053e-07	21.872676300000002
v29CCCACACCACACACACCACACACACACACACACACACACACACAACACACAAAE	29	6	1.2160542633928368e-06	21.872676300000002
v29CCCACACCACACACACCACACACACACACACACACACACACACACAACACAABE	29	6	6.078332606035869e-07	21.872676300000002
v29CCCACACCACACACACCACACACACACACACACACACACACACACACAACAABE	29	6	8.309615970140298e-07	21.872676300000002
v29CCCACACCACACACACCACACACACACACACACACACACACACACACACAAABE	29	6	2.437973909016313e-06	21.872676300000002
v29CCCACACCACACACACCACACACACACACACACACACACACACACACACADEAE	29	6	1.125404501872362e-06	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACAACACACACACAACADEE	29	6	3.5109400045336257e-06	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACAACCAACACACAABCAAE	29	6	1.273311512525033e-05	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACAACCACACACACAAAABE	29	6	1.686383014077221e-05	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACAACCACACACACAABDEE	29	6	1.5739771905672664e-05	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACACAACACACAACAACAAE	29	6	2.9177033842664157e-05	2.1000000000000014
v29CCCACACCACACACACCACACACACACCACACACACACAACACACACACAADEE	29	6	6.834829576949706e-05	2.1000000000000014
v29CCCACACCACACACACCACACACACACCACACACACACACACACACAACAAABE	29	6	1.2629282419980113e-05	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACACACACACACAACADEAE	29	6	7.746944988757757e-06	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACACACACACACACAAAABE	29	6	7.335918617877224e-06	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACACACACACACACADEABE	29	6	3.082282799125557e-05	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACACACCAACACAADECAAE	29	6	1.8375931323102364e-05	21.872676300000002
v29CCCACACCACACACACCACACACACACCACACACACACACCAACACACADEBAE	29	6	3.69963746520587e-05	21.872676300000002
v29CCCACACCACCACACACAACCACACACAACCACACACAACCACACACAACAABE	29	6	1.4855937692975964e-05	21.872676300000002
v29CCCACACCACCACACACACACCACACACACAACCACACACACAACACACAABAE	29	6	1.3824766769671452e-06	21.872676300000002
v29CCCACACCACCACACACACACCACACACACAACCACACACACAACCACAABABE	29	6	3.5634605563667244e-07	43.466993469328585
v29CCCACACCACCACACACACACCACACACACACACACACACAACAACACACAAAE	29	6	2.2245091186674754e-06	21.872676300000002
v29CCCACACCACCACACACACACCACACACACACACCACACACACAAABCACAABE	29	6	6.110429863034739e-07	43.466993469328585
v29CCCACACCACCACACACCACACCACACACAACACACCAACACAACACACAADEE	29	6	1.5770508701906366e-06	21.872676300000002
v29CCCACACCACCACACACCACACCACACACAACACACCACACAAACACACAADEE	29	6	1.6501252441320278e-06	21.872676300000002
v29CCCACACCACCACACACCACACCACACACACACACACCACACADEACAACAABE	29	6	8.897895903024043e-07	43.466993469328585
v29CCCACACCACCACACACCACACCACACACACACACACCADEACACACAACDEAE	29	6	1.1437931592446257e-06	21.872676300000002
v29CCCACACCACCACACACCACACCACACACACCACACAACACADECACACAABAE	29	6	1.9101590643109622e-05	21.872676300000002
v29CCCACCACACACACACACACACACACACACACACACACACACACACACAACAAE	29	6	6.426164479791116e-07	2.1000000000000014
v29CCCACCACACACACCACACACAACCACACACAACCACACACAACCACACAAABE	29	6	8.090569410697623e-07	21.872676300000002
v29CCCACCACACACACCACACACACACCACACACACAACACACACACAACACAABE	29	6	3.310497185469717e-06	21.872676300000002
v29CCCACCACACCACACACAACCACACACAACCACACACAACCACACACAABCAAE	29	6	5.989015654091664e-05	2.1000000000000014
v29CCCACCACACCACACACACACACACACACACACACACACACACACACACAADEE	29	6	1.7002740553014142e-06	21.872676300000002
v29CCCACCACACCACACACACACACACACACACACACACACACACACACACADEAE	29	6	4.506384060195406e-06	21.872676300000002
v29CCCACCACACCACACACACACCAACACACACACCAACACACACACCAABACAAE	29	6	7.730086774977285e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACAACACCACACACAACACACAACAAAE	29	6	2.8231339774394526e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACAACACCACACACAACACACAACAABE	29	6	2.0820376401762183e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACAACACCACACACAACACCAABACAAE	29	6	2.1438497613352642e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACAACACCACACACAACACCACAADAEE	29	6	1.8101492862223508e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACAACACACACACAACACACACAAAE	29	6	2.687966346113297e-05	21.872676300000002
v29CCCACCACACCACACACACACCACACACACAACCAACACACAACCAACACAAAE	29	6	2.8081448597156675e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACAACCACACACACAACACAACAAAE	29	6	7.38902178253583e-06	21.872676300000002
v29CCCACCACACCACACACACACCACACACACAACCACACACACAACACAACADEE	29	6	6.937260721200434e-06	21.872676300000002
v29CCCACCACACCACACACACACCACACACACAACCACACACACAACCACAABABE	29	6	3.415640324838116e-06	21.872676300000002
v29CCCACCACACCACACACACACCACACACACAACCACACACACAACCACAADAEE	29	6	8.009595240561467e-06	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACAACACACACACAACACACAAAE	29	6	4.658457703103078e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACACACACAACACACAACAAAE	29	6	5.970617696734732e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACACACACACAACACAACAAAE	29	6	5.277618507607995e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACACACACACAACACAACADEE	29	6	1.4677864379478015e-06	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACACACACACACACACAABABE	29	6	6.80643156931163e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACCAACACACAAACCAACADEE	29	6	3.188751895522529e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACAACACAACACAAABE	29	6	3.116624487969164e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACCACACACAAACACACAADEE	29	6	1.9061891955511635e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACAACAACACAABAE	29	6	2.4780453986379116e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACAACACACADEAAE	29	6	2.8129518834347247e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACACAAABCACAABE	29	6	2.3524694182212387e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACACAAACACAABAE	29	6	2.9618092024600214e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACCACACACACAAACCADEABE	29	6	2.056651696478091e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACACAACACADEAAE	29	6	2.5482761310194013e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACACAACACADEABE	29	6	2.3832948188663157e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACCACACACACACAABCADEAE	29	6	2.1505137008368866e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACCACACACACACAACADEAAE	29	6	2.036391413705182e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACACACAACADEABE	29	6	2.925339408426275e-07	21.872676300000002
v29CCCACCACACCACACACACACCACACACACACACCACACACACACACAADEABE	29	6	1.9431154018454696e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACACACACADBAEAE	29	6	2.3550864246789538e-07	43.466993469328585
v29CCCACCACACCACACACACACCACACACACACACCACACACACADECACAABAE	29	6	3.7769927286799294e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACAACACCACACACAACACACAACAAAE	29	6	2.9357584372966057e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACAACACCACACACAACACACAACAABE	29	6	2.033244570644452e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACAACACCACACACAACACCACAADAEE	29	6	1.977916639933425e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACCAACACACACACACAACACAACAAAE	29	6	7.140864804495649e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACCAACACACACACACAACACAACADEE	29	6	2.208080275600638e-06	2.1000000000000014
v29CCCACCACACCACACCAACACCACACACCAACACACACACACCAACACAADEBE	29	6	4.803933276884184e-06	2.1000000000000014
v29CCCACCACACCACACCAACACCACACACCAACACCACACACAAACACACAADEE	29	6	2.4125433821951635e-07	43.466993469328585
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACAAABCACAABE	29	6	5.132929674859673e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACAAACACAABAE	29	6	1.0982004846290515e-06	21.872676300000002
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACAAACCADEABE	29	6	5.428539624620006e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACAACACADEAAE	29	6	6.275819698184217e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACAACACADEABE	29	6	6.870227036874584e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACCAABABCADEE	29	6	6.72369815833773e-07	2.1000000000000014
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACCAABACADEAE	29	6	6.520959940816133e-07	2.1000000000000014
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACCAACADBABEE	29	6	1.0258748148979025e-06	2.1000000000000014
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACDEABCACAABE	29	6	8.191284606896714e-07	21.872676300000002
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACDEACACAABAE	29	6	1.4680790782214814e-06	2.1000000000000014
v29CCCACCACACCACACCAACACCACACACCAACACCACACACACDEACCADEABE	29	6	8.055985648543793e-07	2.1000000000000014
v29CCCACCACACCACACCAACACCACACACDEACCACACACAACCACACACAAAAE	29	6	1.195531927760945e-06	21.872676300000002
v29CCCACCACACCACACCACACAACACACCACACAACACACCACACAACAAACAAE	29	6	8.607082789466848e-07	43.466993469328585
v29CCCACCACACCACACCACACACACACACCACACACACACACACCAABACADEAE	29	6	6.289512566651709e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACAACACACACCACACAACADECACAAAE	29	6	1.2321779883674887e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACAACACACACACACAACACACAABAE	29	6	7.757805736959733e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACAACACACACACACAACACACAADEE	29	6	5.827837409818913e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACAACACACCACACACAAACAACAABE	29	6	4.2333595347798367e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACAACACACCACACACAACAAACAAAE	29	6	1.7342333449156385e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACAACACACCACACACAACAACADEAE	29	6	1.8617534840735254e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACAACACACCACACACAACACAADEAE	29	6	5.999592107325711e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACAACACACCACACACAADECACAABE	29	6	9.028822893818146e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACAACACACACACACAACACAABAE	29	6	4.205561794971095e-07	2.1000000000000014
v29CCCACCACACCACACCACACACCACACACACAACACCACACACAAACAACAABE	29	6	4.3672288204908485e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACAACACCACACACACAAABCADEE	29	6	4.409680025005274e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACAACACCACACACACAAACADEAE	29	6	9.963935915518526e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACAACACCACACACACAACAADEAE	29	6	4.209523744979757e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACAACACCACACACACAACADBAEE	29	6	4.1386295649208327e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACAACACCACACACADEACACAABE	29	6	4.254863408513804e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACACAACCACACACAACAACADEAE	29	6	1.3055252776660016e-05	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACAACCACACACAADECACAABE	29	6	6.3966486474123135e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACAACCACACACACAAABCAAAE	29	6	5.1353242385339186e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACAACCACACACACAAABCADEE	29	6	5.076204139600721e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACAACCACACACACAAACADEAE	29	6	1.409152343401129e-05	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACAACCACACACACACAABBABE	29	6	1.563662548392202e-05	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACACACACACACAACAACADEAE	29	6	8.140934542877791e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACACACACACACACACAAACADEAE	29	6	6.071699417618917e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACACACACACACACADEACACAABE	29	6	5.264251875442343e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACACACACCACACACAAACAAADEE	29	6	1.2398002085427064e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACACACCACACACAACAAABBAE	29	6	7.752435768608885e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACACACCACACACAACADEADEE	29	6	1.5224310765592326e-06	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACACACACCACACACACAAAABABE	29	6	2.0210461813350417e-06	2.1000000000000014
v29CCCACCACACCACACCACACACCACACACACACACACCACACACACAAAABBAE	29	6	5.799535450886809e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACACACACCACACACACAAABABAE	29	6	5.102662675386008e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACACACACCACACACACAADEBABE	29	6	1.1611699528158628e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACACACCACACACACADEABABE	29	6	6.912809083960764e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACACACACACCACACACACADEABBAE	29	6	6.988774219375694e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACACACACACCACACACADEACAADEE	29	6	5.466178579867816e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAAACACACACACACDEACAACAAE	29	6	1.2506740341757607e-05	2.1000000000000014
v29CCCACCACACCACACCACACACCACACACCAAACACCACACACACDEABCADEE	29	6	8.925925351609662e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACCAAACACCACACACACDEACADEAE	29	6	1.0568225883740372e-06	2.1000000000000014
v29CCCACCACACCACACCACACACCACACACCAAACACCACACACADBECACAABE	29	6	1.7423170807553926e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACCAACACACACACACACAAACADEAE	29	6	7.163993908274081e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACACACACACAACAADEAE	29	6	1.8168491023090486e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACCAACACACACACACACCAAABADEE	29	6	8.651623339358097e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACACACACACCAABABABE	29	6	5.408922346739592e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACACACACACDEACADEAE	29	6	9.721785633613733e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACACACACADEACACAABE	29	6	4.708244337928401e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACAACCAAAABABE	29	6	1.6246781670930222e-06	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACAACCAAABAABE	29	6	6.736152207595732e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACAACCAADEBABE	29	6	7.017133013300394e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACAAACAAADEE	29	6	7.087963691469204e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACACAAAABABE	29	6	8.862533058067665e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACACAAAABBAE	29	6	5.528812184815382e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACACAAABABAE	29	6	5.811310976630811e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACACAADEBABE	29	6	1.3319089936880614e-06	21.872676300000002
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACACDEAABABE	29	6	9.67792093386727e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACACDEAABBAE	29	6	7.467349918512073e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACACDEABABAE	29	6	5.560565887006855e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACADBAECADEE	29	6	9.31555082691079e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACADBEACADEE	29	6	5.759590453997653e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACADCAAAEABE	29	6	7.658423175164533e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACCAACACACCACACACADEACAADEE	29	6	4.1951480455821757e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACACACACACAAAABABE	29	6	5.575965206351628e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACACACACACAAABABAE	29	6	6.030397899614542e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACACACACACADEABABE	29	6	8.921266742074421e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACACACACACDEAABABE	29	6	4.306387309644462e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACACACACACDEABABAE	29	6	4.852333318295652e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACACACACADBEACADEE	29	6	4.0053263611638755e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACCACACACAADABEABE	29	6	7.046478789764425e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACCACACACADABAEABE	29	6	7.319749459303145e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACCACACACADBABEABE	29	6	7.07682828963161e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACCACACACADBABEBAE	29	6	4.4140180063060744e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACCACACADABCAAAEAE	29	6	5.615140670288669e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCACACACACCACACADABCADEEAE	29	6	5.983872209138994e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCADEACCACACACACDEACAACAAE	29	6	6.66587713777693e-07	55.27909663310495
v29CCCACCACACCACACCACACACCACACACCADEACCACACACACDECAACAABE	29	6	9.57380400779561e-07	21.872676300000002
v29CCCACCACACCACACCACACACCACACACCADEACCACACACACDECACAAABE	29	6	9.361013288468601e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCADEACCACACACACDECACAABAE	29	6	7.698940182240653e-07	43.466993469328585
v29CCCACCACACCACACCACACACCACACACCADEACCACACACACDECACAADEE	29	6	7.143433065882253e-07	55.27909663310495
v29CCCACCACCACACACAACCACACACAACCACACACAACCACACACAACAACAAE	29	6	3.9117044344522356e-05	21.872676300000002
v29CCCACCACCACACACACACACACACACACACACACACACACACACAACAACAAE	29	6	6.483036803090831e-06	21.872676300000002
v29CCCACCACCACACACACACACACACACACACACACACACACACACACAACADEE	29	6	6.0684169714535015e-06	21.872676300000002
v29CCCACCACCACACACACACACACACACACACACACACACACACACACACAADEE	29	6	4.293139264902705e-06	21.872676300000002
v29CCCACCACCACACACACACCACACACAACACCACACACAACACACACACAAAAE	29	6	2.3962372966196605e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACAACACCACACACAACACACACACAADEE	29	6	3.5868512218903126e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACAACACCACACACAACACCAACACAAAAE	29	6	6.437607465471398e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACAACCACACACACAACACACACAAAAE	29	6	1.3608964139859301e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACAACCACACACACAACCAACACAAAAE	29	6	4.1920209989079475e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACAACCACACACACAACCAACACADEAE	29	6	8.180567362347267e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACACACACAACACACACACAAAAE	29	6	8.613594682364638e-06	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACACACACAACACACACACAADEE	29	6	3.561970727177562e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACACACACACAACACACACAAAAE	29	6	6.190402568419506e-06	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACACACACACACAACACACAAAAE	29	6	5.748917468708681e-06	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACACACACACACAACACACAADEE	29	6	1.62608530889751e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACCAACACACAACACCAABACAAE	29	6	2.1428491094066243e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACCAACACACACACACCAABABAE	29	6	2.6776593360026097e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACCACACACAACAACAACACAAAE	29	6	2.4738035255179797e-05	21.872676300000002
v29CCCACCACCACACACACACCACACACACACACCACACACAACAACCAACADAEE	29	6	4.524612811062848e-05	21.872676300000002
v29CCCACCACCACACACCACACACACAACCACACACACAACCAACACACAABCAAE	29	6	5.950142240342049e-07	43.466993469328585
v29CCCACCACCACACACCACACACACAACCACACACACAACCACACACACAABABE	29	6	6.339340237311047e-07	43.466993469328585
v29CCCACCACCACACACCACACACACACACACACACACACAACACACACACAAAAE	29	6	2.936189136922725e-06	21.872676300000002
v29CCCACCACCACACACCACACACACACACACACACACACAACACACACACAADEE	29	6	3.3293196310738073e-06	21.872676300000002
v29CCCACCACCACACACCACACACACACACACACACACACACACAACACACAADEE	29	6	1.4052969265084533e-06	21.872676300000002
v29CCCACCACCACACACCACACACACACACCAACACACACAACCAACACACAAAAE	29	6	5.572891761776027e-07	43.466993469328585
v29CCCACCACCACACACCACACACACACACCAACACACACAACCAACACACAADEE	29	6	6.824317299621572e-07	43.466993469328585
v29CCCACCACCACACACCACACACACACACCAACACACACACACAACACACAADEE	29	6	1.0457437610017644e-06	43.466993469328585
v29CCCACCACCACACACCACACCACACACAACAACCACACACAAACCACACADEBE	29	6	1.2437097428040228e-05	21.872676300000002
v29CCCACCACCACACACCACACCACACACACAACACCACACACAAACACAACADEE	29	6	2.414141524932921e-06	21.872676300000002
v29CCCACCACCACACACCACACCACACACACACACACCADEACACACACACDEABE	29	6	1.6380391535723404e-05	21.872676300000002
v29CCCACCACCACACACCACACCACACACACCACACACADEACACCACACADEAAE	29	6	4.3350131068018556e-07	21.872676300000002
